献立日,曜日,小学校献立名,小学校食品名,小学校食品群,エネルギー,たんぱく質
"2021/4/13","火","アスパラのソテー","ベーコン","赤","",""
"2021/4/13","火","アスパラのソテー","アスパラガス","緑","",""
"2021/4/13","火","アスパラのソテー","こしょう","","",""
"2021/4/13","火","アスパラのソテー","コンソメスープ","","",""
"2021/4/13","火","アスパラのソテー","こめあぶら","黄","",""
"2021/4/13","火","フルーツミックスナタデココ","ミックスフルーツ","緑","",""
"2021/4/13","火","フルーツミックスナタデココ","ナタデココ","黄","",""
"2021/4/14","水","ごはん","ごはん","黄","666","22.7"
"2021/4/14","水","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/14","水","さんまのしょうがに","さんまのしょうがに","赤","",""
"2021/4/14","水","ひじきとだいずのにもの","ひじき","赤","",""
"2021/4/14","水","ひじきとだいずのにもの","だいず","赤","",""
"2021/4/14","水","ひじきとだいずのにもの","にんじん","緑","",""
"2021/4/14","水","ひじきとだいずのにもの","だしのもと","","",""
"2021/4/14","水","ひじきとだいずのにもの","こいくちしょうゆ","","",""
"2021/4/14","水","ひじきとだいずのにもの","さんおんとう","黄","",""
"2021/4/14","水","ひじきとだいずのにもの","みりん","","",""
"2021/4/14","水","ひじきとだいずのにもの","水","","",""
"2021/4/14","水","みそしる","たまねぎ","緑","",""
"2021/4/14","水","みそしる","しめじ","緑","",""
"2021/4/14","水","みそしる","やきふ","黄","",""
"2021/4/14","水","みそしる","わかめ","赤","",""
"2021/4/14","水","みそしる","ねぎ","緑","",""
"2021/4/14","水","みそしる","みそ","赤","",""
"2021/4/14","水","みそしる","水（ミキサー用）","","",""
"2021/4/14","水","みそしる","だしのもと","","",""
"2021/4/14","水","みそしる","水","","",""
"2021/4/14","水","やさいとざっこくのふりかけ","やさいとざっこくのふりかけ","","",""
"2021/4/15","木","せわりパン","せわりパン","黄","675","25.5"
"2021/4/15","木","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/15","木","フランクフルト","フランクフルト","赤","",""
"2021/4/15","木","フランクフルト","トマトケチャップ","","",""
"2021/4/15","木","フランクフルト","さんおんとう","黄","",""
"2021/4/15","木","フランクフルト","ウスターソース","","",""
"2021/4/15","木","フランクフルト","とんかつソース","","",""
"2021/4/15","木","フランクフルト","でんぷん","黄","",""
"2021/4/15","木","フランクフルト","水","","",""
"2021/4/15","木","キャベツのカレーソテー","キャベツ","緑","",""
"2021/4/15","木","キャベツのカレーソテー","えりんぎ","緑","",""
"2021/4/15","木","キャベツのカレーソテー","コンソメスープ","","",""
"2021/4/15","木","キャベツのカレーソテー","しお","","",""
"2021/4/15","木","キャベツのカレーソテー","こしょう","","",""
"2021/4/15","木","キャベツのカレーソテー","カレーパウダー","","",""
"2021/4/15","木","キャベツのカレーソテー","こめあぶら","黄","",""
"2021/4/15","木","じゃがいものポタージュ","じゃがいも","黄","",""
"2021/4/15","木","じゃがいものポタージュ","たまねぎ","緑","",""
"2021/4/15","木","じゃがいものポタージュ","マッシュルーム","緑","",""
"2021/4/15","木","じゃがいものポタージュ","にんじん","緑","",""
"2021/4/15","木","じゃがいものポタージュ","じゃがいもペースト","黄","",""
"2021/4/15","木","じゃがいものポタージュ","パセリ","緑","",""
"2021/4/15","木","じゃがいものポタージュ","バター","黄","",""
"2021/4/15","木","じゃがいものポタージュ","だっしふんにゅう","赤","",""
"2021/4/15","木","じゃがいものポタージュ","ポタージュのもと","","",""
"2021/4/15","木","じゃがいものポタージュ","水（ミキサー用）","","",""
"2021/4/15","木","じゃがいものポタージュ","ぎゅうにゅう","赤","",""
"2021/4/15","木","じゃがいものポタージュ","スープストック","","",""
"2021/4/15","木","じゃがいものポタージュ","コンソメスープ","","",""
"2021/4/15","木","じゃがいものポタージュ","しお","","",""
"2021/4/15","木","じゃがいものポタージュ","こしょう","","",""
"2021/4/15","木","じゃがいものポタージュ","水","","",""
"2021/4/16","金","ごはん","ごはん","黄","749","23.7"
"2021/4/16","金","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/16","金","チキンなんばん","とりにく（でんぷんつき）","赤","",""
"2021/4/16","金","チキンなんばん","こめあぶら","黄","",""
"2021/4/16","金","チキンなんばん","こめず","","",""
"2021/4/16","金","チキンなんばん","うすくちしょうゆ","","",""
"2021/4/16","金","チキンなんばん","さんおんとう","黄","",""
"2021/4/16","金","チキンなんばん","みりん","","",""
"2021/4/16","金","チキンなんばん","水","","",""
"2021/4/16","金","パックタルタルソース","パックタルタルソース（ノンエッ","黄","",""
"2021/4/16","金","きりぼしだいこんときゅうりのサラダ","きりぼしだいこん","緑","",""
"2021/4/16","金","きりぼしだいこんときゅうりのサラダ","きゅうり","緑","",""
"2021/4/16","金","きりぼしだいこんときゅうりのサラダ","にんじん","緑","",""
"2021/4/16","金","きりぼしだいこんときゅうりのサラダ","しそドレッシング","黄","",""
"2021/4/16","金","かねんしゅい","すいとん","黄","",""
"2021/4/16","金","かねんしゅい","あつあげ","赤","",""
"2021/4/16","金","かねんしゅい","だいこん","緑","",""
"2021/4/16","金","かねんしゅい","にんじん","緑","",""
"2021/4/16","金","かねんしゅい","ラッキーにんじん","緑","",""
"2021/4/16","金","かねんしゅい","さといも","黄","",""
"2021/4/16","金","かねんしゅい","ねぎ","緑","",""
"2021/4/16","金","かねんしゅい","だしのもと","","",""
"2021/4/16","金","かねんしゅい","うすくちしょうゆ","","",""
"2021/4/16","金","かねんしゅい","みりん","","",""
"2021/4/16","金","かねんしゅい","水","","",""
"2021/4/19","月","ごはん","ごはん","黄","704","28.6"
"2021/4/19","月","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/19","月","マーボーどうふ","ぶたミンチ","赤","",""
"2021/4/19","月","マーボーどうふ","とうふ","赤","",""
"2021/4/19","月","マーボーどうふ","たまねぎ","緑","",""
"2021/4/19","月","マーボーどうふ","たけのこ","緑","",""
"2021/4/19","月","マーボーどうふ","にら","緑","",""
"2021/4/19","月","マーボーどうふ","にんじん","緑","",""
"2021/4/19","月","マーボーどうふ","ごまあぶら","黄","",""
"2021/4/19","月","マーボーどうふ","おろししょうが","","",""
"2021/4/19","月","マーボーどうふ","おろしにんにく","","",""
"2021/4/19","月","マーボーどうふ","トウバンジャン","","",""
"2021/4/19","月","マーボーどうふ","あかみそ","赤","",""
"2021/4/19","月","マーボーどうふ","オイスターソース","","",""
"2021/4/19","月","マーボーどうふ","さんおんとう","黄","",""
"2021/4/19","月","マーボーどうふ","せいしゅ","","",""
"2021/4/19","月","マーボーどうふ","ちゅうかスープ","","",""
"2021/4/19","月","マーボーどうふ","こいくちしょうゆ","","",""
"2021/4/19","月","マーボーどうふ","でんぷん","黄","",""
"2021/4/19","月","マーボーどうふ","水","","",""
"2021/4/19","月","シューマイ（２こ）","シューマイ","赤","",""
"2021/4/19","月","チンゲンサイのじゃこいため","チンゲンサイ","緑","",""
"2021/4/19","月","チンゲンサイのじゃこいため","ちりめんじゃこ","赤","",""
"2021/4/19","月","チンゲンサイのじゃこいため","えりんぎ","緑","",""
"2021/4/19","月","チンゲンサイのじゃこいため","うすくちしょうゆ","","",""
"2021/4/19","月","チンゲンサイのじゃこいため","スープストック","","",""
"2021/4/19","月","チンゲンサイのじゃこいため","こめあぶら","黄","",""
"2021/4/20","火","コッペパン","コッペパン","黄","585","27.2"
"2021/4/20","火","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/20","火","いかのハーブあげ","いか","赤","",""
"2021/4/20","火","いかのハーブあげ","おろししょうが","","",""
"2021/4/20","火","いかのハーブあげ","こいくちしょうゆ","","",""
"2021/4/20","火","いかのハーブあげ","せいしゅ","","",""
"2021/4/20","火","いかのハーブあげ","ミックスハーブ","","",""
"2021/4/20","火","いかのハーブあげ","でんぷん","黄","",""
"2021/4/20","火","いかのハーブあげ","こめあぶら","黄","",""
"2021/4/20","火","ブロッコリーサラダ","ブロッコリー","緑","",""
"2021/4/20","火","ブロッコリーサラダ","ササミ","赤","",""
"2021/4/20","火","ブロッコリーサラダ","イタリアンドレッシング","黄","",""
"2021/4/20","火","ミネストローネ","ベーコン","赤","",""
"2021/4/20","火","ミネストローネ","にんじん","緑","",""
"2021/4/20","火","ミネストローネ","たまねぎ","緑","",""
"2021/4/20","火","ミネストローネ","じゃがいも","黄","",""
"2021/4/20","火","ミネストローネ","ホールトマト","緑","",""
"2021/4/20","火","ミネストローネ","こめあぶら","黄","",""
"2021/4/20","火","ミネストローネ","コンソメスープ","","",""
"2021/4/20","火","ミネストローネ","しお","","",""
"2021/4/20","火","ミネストローネ","こしょう","","",""
"2021/4/20","火","ミネストローネ","さんおんとう","黄","",""
"2021/4/20","火","ミネストローネ","水","","",""
"2021/4/21","水","ごはん","ごはん","黄","646","23.3"
"2021/4/21","水","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/21","水","ぶたにくのしょうがやき","ぶたにく","赤","",""
"2021/4/21","水","ぶたにくのしょうがやき","たまねぎ","緑","",""
"2021/4/21","水","ぶたにくのしょうがやき","にら","緑","",""
"2021/4/21","水","ぶたにくのしょうがやき","おろししょうが","","",""
"2021/4/21","水","ぶたにくのしょうがやき","こいくちしょうゆ","","",""
"2021/4/21","水","ぶたにくのしょうがやき","さんおんとう","黄","",""
"2021/4/21","水","ぶたにくのしょうがやき","せいしゅ","","",""
"2021/4/21","水","ぶたにくのしょうがやき","こめあぶら","黄","",""
"2021/4/21","水","ぶたにくのしょうがやき","でんぷん","黄","",""
"2021/4/21","水","ごぼうのごまあげ","ごぼう","緑","",""
"2021/4/21","水","ごぼうのごまあげ","こいくちしょうゆ","","",""
"2021/4/21","水","ごぼうのごまあげ","水","","",""
"2021/4/21","水","ごぼうのごまあげ","しろいりごま","黄","",""
"2021/4/21","水","ごぼうのごまあげ","しろすりごま","黄","",""
"2021/4/21","水","ごぼうのごまあげ","こいくちしょうゆ","","",""
"2021/4/21","水","ごぼうのごまあげ","てんぷらこ","黄","",""
"2021/4/21","水","ごぼうのごまあげ","水（ミキサー用）","","",""
"2021/4/21","水","ごぼうのごまあげ","こめあぶら","黄","",""
"2021/4/21","水","すましじる","たまねぎ","緑","",""
"2021/4/21","水","すましじる","えのきたけ","緑","",""
"2021/4/21","水","すましじる","みつば","緑","",""
"2021/4/21","水","すましじる","とうふ","赤","",""
"2021/4/21","水","すましじる","はなふ","黄","",""
"2021/4/21","水","すましじる","だしのもと","","",""
"2021/4/21","水","すましじる","うすくちしょうゆ","","",""
"2021/4/21","水","すましじる","みりん","","",""
"2021/4/21","水","すましじる","水","","",""
"2021/4/22","木","こめこパン","こめこパン","黄","699","30.6"
"2021/4/22","木","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/22","木","ハンバーグ","ハンバーグ(ケチャップソース)","赤","",""
"2021/4/22","木","れんこんのようふうソテー","れんこん","緑","",""
"2021/4/22","木","れんこんのようふうソテー","とうもろこし","緑","",""
"2021/4/22","木","れんこんのようふうソテー","オリーブオイル","黄","",""
"2021/4/22","木","れんこんのようふうソテー","コンソメスープ","","",""
"2021/4/22","木","れんこんのようふうソテー","ブラックペッパー","","",""
"2021/4/22","木","なのはなのクリームスパゲティ","スパゲティ","黄","",""
"2021/4/22","木","なのはなのクリームスパゲティ","ベーコン","赤","",""
"2021/4/22","木","なのはなのクリームスパゲティ","しろワイン","","",""
"2021/4/22","木","なのはなのクリームスパゲティ","たまねぎ","緑","",""
"2021/4/22","木","なのはなのクリームスパゲティ","にんじん","緑","",""
"2021/4/22","木","なのはなのクリームスパゲティ","なのはな","緑","",""
"2021/4/22","木","なのはなのクリームスパゲティ","おろしにんにく","","",""
"2021/4/22","木","なのはなのクリームスパゲティ","オリーブオイル","黄","",""
"2021/4/22","木","なのはなのクリームスパゲティ","しお","","",""
"2021/4/22","木","なのはなのクリームスパゲティ","コンソメスープ","","",""
"2021/4/22","木","なのはなのクリームスパゲティ","ローリエ","","",""
"2021/4/22","木","なのはなのクリームスパゲティ","チーズ（シュレッド）","赤","",""
"2021/4/22","木","なのはなのクリームスパゲティ","だっしふんにゅう","赤","",""
"2021/4/22","木","なのはなのクリームスパゲティ","バター","黄","",""
"2021/4/22","木","なのはなのクリームスパゲティ","じょうしんこ","黄","",""
"2021/4/22","木","なのはなのクリームスパゲティ","ぎゅうにゅう","赤","",""
"2021/4/22","木","なのはなのクリームスパゲティ","とうにゅう","赤","",""
"2021/4/22","木","なのはなのクリームスパゲティ","水","","",""
"2021/4/22","木","なのはなのクリームスパゲティ","なまクリーム","赤","",""
"2021/4/23","金","むぎいりごはん","ごはん","黄","750","22.7"
"2021/4/23","金","むぎいりごはん","むぎ","黄","",""
"2021/4/23","金","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/23","金","ビーフカレー","ぎゅうにく","赤","",""
"2021/4/23","金","ビーフカレー","にんじん","緑","",""
"2021/4/23","金","ビーフカレー","たまねぎ","緑","",""
"2021/4/23","金","ビーフカレー","じゃがいも","黄","",""
"2021/4/23","金","ビーフカレー","カレールウ","","",""
"2021/4/23","金","ビーフカレー","水（ミキサー用）","","",""
"2021/4/23","金","ビーフカレー","トマトケチャップ","","",""
"2021/4/23","金","ビーフカレー","リンゴピューレ","緑","",""
"2021/4/23","金","ビーフカレー","ウスターソース","","",""
"2021/4/23","金","ビーフカレー","コンソメスープ","","",""
"2021/4/23","金","ビーフカレー","あかワイン","","",""
"2021/4/23","金","ビーフカレー","こしょう","","",""
"2021/4/23","金","ビーフカレー","こめあぶら","黄","",""
"2021/4/23","金","ビーフカレー","水","","",""
"2021/4/23","金","かいそうサラダ","ツナ（みずに）","赤","",""
"2021/4/23","金","かいそうサラダ","わかめ","赤","",""
"2021/4/23","金","かいそうサラダ","くきわかめ","赤","",""
"2021/4/23","金","かいそうサラダ","きゅうり","緑","",""
"2021/4/23","金","かいそうサラダ","わふうドレッシング","黄","",""
"2021/4/23","金","ふくじんづけ","ふくじんづけ","緑","",""
"2021/4/23","金","おいわいいちごレープ","いちごクレープ","黄","",""
"2021/4/26","月","ごはん","ごはん","黄","633","23.7"
"2021/4/26","月","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/26","月","だしまきたまご","だしまきたまご","赤","",""
"2021/4/26","月","くきわかめのごもくに","くきわかめ","赤","",""
"2021/4/26","月","くきわかめのごもくに","さつまあげ","赤","",""
"2021/4/26","月","くきわかめのごもくに","にんじん","緑","",""
"2021/4/26","月","くきわかめのごもくに","ぶたにく","赤","",""
"2021/4/26","月","くきわかめのごもくに","つきこんにゃく","黄","",""
"2021/4/26","月","くきわかめのごもくに","しろいりごま","黄","",""
"2021/4/26","月","くきわかめのごもくに","ごまあぶら","黄","",""
"2021/4/26","月","くきわかめのごもくに","さんおんとう","黄","",""
"2021/4/26","月","くきわかめのごもくに","こいくちしょうゆ","","",""
"2021/4/26","月","くきわかめのごもくに","だしのもと","","",""
"2021/4/26","月","くきわかめのごもくに","みりん","","",""
"2021/4/26","月","キャベツのみそしる","たまねぎ","緑","",""
"2021/4/26","月","キャベツのみそしる","キャベツ","緑","",""
"2021/4/26","月","キャベツのみそしる","えのきたけ","緑","",""
"2021/4/26","月","キャベツのみそしる","うすあげ","赤","",""
"2021/4/26","月","キャベツのみそしる","だしのもと","","",""
"2021/4/26","月","キャベツのみそしる","みそ","赤","",""
"2021/4/26","月","キャベツのみそしる","水（ミキサー用）","","",""
"2021/4/26","月","キャベツのみそしる","水","","",""
"2021/4/27","火","しょくパン","しょくパン","黄","808","35.6"
"2021/4/27","火","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/27","火","しろみざかなフライ","しろみざかなフライ","赤","",""
"2021/4/27","火","しろみざかなフライ","こめあぶら","黄","",""
"2021/4/27","火","トマトビーンズ","とりにく","赤","",""
"2021/4/27","火","トマトビーンズ","だいず","赤","",""
"2021/4/27","火","トマトビーンズ","ひよこまめ","赤","",""
"2021/4/27","火","トマトビーンズ","じゃがいも","黄","",""
"2021/4/27","火","トマトビーンズ","たまねぎ","緑","",""
"2021/4/27","火","トマトビーンズ","ホールトマト","緑","",""
"2021/4/27","火","トマトビーンズ","コンソメスープ","","",""
"2021/4/27","火","トマトビーンズ","トマトケチャップ","","",""
"2021/4/27","火","トマトビーンズ","とんかつソース","","",""
"2021/4/27","火","トマトビーンズ","さんおんとう","黄","",""
"2021/4/27","火","トマトビーンズ","オリーブオイル","黄","",""
"2021/4/27","火","トマトビーンズ","水","","",""
"2021/4/27","火","コンソメスープ","にんじん","緑","",""
"2021/4/27","火","コンソメスープ","たまねぎ","緑","",""
"2021/4/27","火","コンソメスープ","とうもろこし","緑","",""
"2021/4/27","火","コンソメスープ","マカロニ（シェル）","黄","",""
"2021/4/27","火","コンソメスープ","コンソメスープ","","",""
"2021/4/27","火","コンソメスープ","うすくちしょうゆ","","",""
"2021/4/27","火","コンソメスープ","こしょう","","",""
"2021/4/27","火","コンソメスープ","水","","",""
"2021/4/27","火","スライスチーズ","スライスチーズ","赤","",""
"2021/4/28","水","ごはん","ごはん","黄","697","26.4"
"2021/4/28","水","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/28","水","さわらのゆずみそかけ","さわら","赤","",""
"2021/4/28","水","さわらのゆずみそかけ","せいしゅ","","",""
"2021/4/28","水","さわらのゆずみそかけ","みそ","赤","",""
"2021/4/28","水","さわらのゆずみそかけ","あかみそ","赤","",""
"2021/4/28","水","さわらのゆずみそかけ","さんおんとう","黄","",""
"2021/4/28","水","さわらのゆずみそかけ","みりん","","",""
"2021/4/28","水","さわらのゆずみそかけ","ゆずかじゅう","緑","",""
"2021/4/28","水","さわらのゆずみそかけ","でんぷん","黄","",""
"2021/4/28","水","さわらのゆずみそかけ","水","","",""
"2021/4/28","水","こまつなのしおこんぶあえ","こまつな","緑","",""
"2021/4/28","水","こまつなのしおこんぶあえ","にんじん","緑","",""
"2021/4/28","水","こまつなのしおこんぶあえ","きりぼしだいこん","緑","",""
"2021/4/28","水","こまつなのしおこんぶあえ","しおこんぶ","赤","",""
"2021/4/28","水","こまつなのしおこんぶあえ","だししょうゆ","","",""
"2021/4/28","水","わかたけじる","たけのこ","緑","",""
"2021/4/28","水","わかたけじる","わかめ","赤","",""
"2021/4/28","水","わかたけじる","とうふ","赤","",""
"2021/4/28","水","わかたけじる","ちらしかまぼこ・かぶと","赤","",""
"2021/4/28","水","わかたけじる","えのきたけ","緑","",""
"2021/4/28","水","わかたけじる","みつば","緑","",""
"2021/4/28","水","わかたけじる","だしのもと","","",""
"2021/4/28","水","わかたけじる","うすくちしょうゆ","","",""
"2021/4/28","水","わかたけじる","みりん","","",""
"2021/4/28","水","わかたけじる","水","","",""
"2021/4/28","水","かしわもち","かしわもち","黄","",""
"2021/4/30","金","ごはん","ごはん","黄","647","24.5"
"2021/4/30","金","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2021/4/30","金","ちくわのおっちゃあげ","ミニちくわ","赤","",""
"2021/4/30","金","ちくわのおっちゃあげ","てんぷらこ","黄","",""
"2021/4/30","金","ちくわのおっちゃあげ","こなちゃ","","",""
"2021/4/30","金","ちくわのおっちゃあげ","水","","",""
"2021/4/30","金","ちくわのおっちゃあげ","こめあぶら","黄","",""
"2021/4/30","金","やまとまなちりめん","やまとまなづけ","緑","",""
"2021/4/30","金","やまとまなちりめん","ちりめんじゃこ","赤","",""
"2021/4/30","金","やまとまなちりめん","しろいりごま","黄","",""
"2021/4/30","金","やまとまなちりめん","こめあぶら","黄","",""
"2021/4/30","金","やまとまなちりめん","さんおんとう","黄","",""
"2021/4/30","金","やまとまなちりめん","こいくちしょうゆ","","",""
"2021/4/30","金","やまとまなちりめん","みりん","","",""
"2021/4/30","金","やまとまなちりめん","せいしゅ","","",""
"2021/4/30","金","にゅうめん","ふしそうめん","黄","",""
"2021/4/30","金","にゅうめん","うすあげ","赤","",""
"2021/4/30","金","にゅうめん","たまねぎ","緑","",""
"2021/4/30","金","にゅうめん","しめじ","緑","",""
"2021/4/30","金","にゅうめん","ねぎ","緑","",""
"2021/4/30","金","にゅうめん","だしのもと","","",""
"2021/4/30","金","にゅうめん","うすくちしょうゆ","","",""
"2021/4/30","金","にゅうめん","水","","",""
