献立日,曜日,小学校献立名,小学校食品名,小学校食品群,エネルギー,たんぱく質
2021/5/20,木,ペンネのケチャップソテー,さやいんげん,緑,,
2021/5/20,木,ペンネのケチャップソテー,ソテーオニオン,緑,,
2021/5/20,木,ペンネのケチャップソテー,オリーブオイル,黄,,
2021/5/20,木,ペンネのケチャップソテー,おろしにんにく,,,
2021/5/20,木,ペンネのケチャップソテー,こしょう,,,
2021/5/20,木,ペンネのケチャップソテー,コンソメスープ,,,
2021/5/20,木,ペンネのケチャップソテー,トマトケチャップ,,,
2021/5/20,木,ペンネのケチャップソテー,ウスターソース,,,
2021/5/20,木,ペンネのケチャップソテー,こいくちしょうゆ,,,
2021/5/20,木,コーンポタージュ,じゃがいも,黄,,
2021/5/20,木,コーンポタージュ,たまねぎ,緑,,
2021/5/20,木,コーンポタージュ,にんじん,緑,,
2021/5/20,木,コーンポタージュ,クリームコーン,緑,,
2021/5/20,木,コーンポタージュ,パセリ,緑,,
2021/5/20,木,コーンポタージュ,ぎゅうにゅう,赤,,
2021/5/20,木,コーンポタージュ,なまクリーム,赤,,
2021/5/20,木,コーンポタージュ,バター,黄,,
2021/5/20,木,コーンポタージュ,こめあぶら,黄,,
2021/5/20,木,コーンポタージュ,だっしふんにゅう,赤,,
2021/5/20,木,コーンポタージュ,コンソメスープ,,,
2021/5/20,木,コーンポタージュ,こしょう,,,
2021/5/20,木,コーンポタージュ,うすくちしょうゆ,,,
2021/5/20,木,コーンポタージュ,水,,,
2021/5/21,金,ごはん,ごはん,黄,615,19.9
2021/5/21,金,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/21,金,フウヨウハイ,フウヨウハイ,赤,,
2021/5/21,金,やさいのあんかけ,チンゲンサイ,緑,,
2021/5/21,金,やさいのあんかけ,にんじん,緑,,
2021/5/21,金,やさいのあんかけ,たけのこ,緑,,
2021/5/21,金,やさいのあんかけ,でんぷん,黄,,
2021/5/21,金,やさいのあんかけ,ちゅうかスープ,,,
2021/5/21,金,やさいのあんかけ,こしょう,,,
2021/5/21,金,やさいのあんかけ,こいくちしょうゆ,,,
2021/5/21,金,やさいのあんかけ,こめあぶら,黄,,
2021/5/21,金,やさいのあんかけ,水,,,
2021/5/21,金,ぎょうざスープ,ぎょうざ（スープよう）,赤,,
2021/5/21,金,ぎょうざスープ,たまねぎ,緑,,
2021/5/21,金,ぎょうざスープ,にら,緑,,
2021/5/21,金,ぎょうざスープ,えのきたけ,緑,,
2021/5/21,金,ぎょうざスープ,ちゅうかスープ,,,
2021/5/21,金,ぎょうざスープ,うすくちしょうゆ,,,
2021/5/21,金,ぎょうざスープ,こしょう,,,
2021/5/21,金,ぎょうざスープ,水,,,
2021/5/24,月,ごはん,ごはん,黄,646,24
2021/5/24,月,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/24,月,めばるのたつたあげ,めばるのたつたあげ,赤,,
2021/5/24,月,めばるのたつたあげ,こめあぶら,黄,,
2021/5/24,月,キャベツのしおこんぶいため,キャベツ,緑,,
2021/5/24,月,キャベツのしおこんぶいため,にんじん,緑,,
2021/5/24,月,キャベツのしおこんぶいため,しおこんぶ,赤,,
2021/5/24,月,キャベツのしおこんぶいため,おろしにんにく,,,
2021/5/24,月,キャベツのしおこんぶいため,しろいりごま,黄,,
2021/5/24,月,キャベツのしおこんぶいため,ごまあぶら,黄,,
2021/5/24,月,とうにゅうじる,あつあげ,赤,,
2021/5/24,月,とうにゅうじる,ながいも,黄,,
2021/5/24,月,とうにゅうじる,たまねぎ,緑,,
2021/5/24,月,とうにゅうじる,にんじん,緑,,
2021/5/24,月,とうにゅうじる,ねぎ,緑,,
2021/5/24,月,とうにゅうじる,だしのもと,,,
2021/5/24,月,とうにゅうじる,だいずペースト,赤,,
2021/5/24,月,とうにゅうじる,みそ,赤,,
2021/5/24,月,とうにゅうじる,水（ミキサー用）,,,
2021/5/24,月,とうにゅうじる,水,,,
2021/5/25,火,コッペパン,コッペパン,黄,568,26.9
2021/5/25,火,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/25,火,とりにくのハーブやき,とりにくのハーブやき,赤,,
2021/5/25,火,さやいんげんとコーンのサラダ,さやいんげん,緑,,
2021/5/25,火,さやいんげんとコーンのサラダ,とうもろこし,緑,,
2021/5/25,火,さやいんげんとコーンのサラダ,たまねぎドレッシング,黄,,
2021/5/25,火,ミネストローネ,たまねぎ,緑,,
2021/5/25,火,ミネストローネ,にんじん,緑,,
2021/5/25,火,ミネストローネ,じゃがいも,黄,,
2021/5/25,火,ミネストローネ,セロリ,緑,,
2021/5/25,火,ミネストローネ,マカロニ（ＡＢＣ）,黄,,
2021/5/25,火,ミネストローネ,ホールトマト,緑,,
2021/5/25,火,ミネストローネ,こめあぶら,黄,,
2021/5/25,火,ミネストローネ,コンソメスープ,,,
2021/5/25,火,ミネストローネ,しお,,,
2021/5/25,火,ミネストローネ,こしょう,,,
2021/5/25,火,ミネストローネ,さんおんとう,黄,,
2021/5/25,火,ミネストローネ,水,,,
2021/5/26,水,ごはん,ごはん,黄,628,26.1
2021/5/26,水,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/26,水,さわらのみぞれかけ,さわら,赤,,
2021/5/26,水,さわらのみぞれかけ,だいこんおろし,緑,,
2021/5/26,水,さわらのみぞれかけ,だしのもと,,,
2021/5/26,水,さわらのみぞれかけ,こいくちしょうゆ,,,
2021/5/26,水,さわらのみぞれかけ,うすくちしょうゆ,,,
2021/5/26,水,さわらのみぞれかけ,みりん,,,
2021/5/26,水,さわらのみぞれかけ,水,,,
2021/5/26,水,こんにゃくのにもの,かくこんにゃく,黄,,
2021/5/26,水,こんにゃくのにもの,ボールさつまあげ,赤,,
2021/5/26,水,こんにゃくのにもの,にんじん,緑,,
2021/5/26,水,こんにゃくのにもの,ごぼう,緑,,
2021/5/26,水,こんにゃくのにもの,こめあぶら,黄,,
2021/5/26,水,こんにゃくのにもの,こいくちしょうゆ,,,
2021/5/26,水,こんにゃくのにもの,みりん,,,
2021/5/26,水,こんにゃくのにもの,ざらめ,黄,,
2021/5/26,水,こんにゃくのにもの,だしのもと,,,
2021/5/26,水,こんにゃくのにもの,水,,,
2021/5/26,水,あかだし,とうふ,赤,,
2021/5/26,水,あかだし,たまねぎ,緑,,
2021/5/26,水,あかだし,まめふ,黄,,
2021/5/26,水,あかだし,ねぎ,緑,,
2021/5/26,水,あかだし,あかみそ,赤,,
2021/5/26,水,あかだし,みそ,赤,,
2021/5/26,水,あかだし,水（ミキサー用）,,,
2021/5/26,水,あかだし,だしのもと,,,
2021/5/26,水,あかだし,水,,,
2021/5/27,木,せわりパン,せわりパン,黄,690,24.4
2021/5/27,木,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/27,木,やきそば,ぶたにく,赤,,
2021/5/27,木,やきそば,キャベツ,緑,,
2021/5/27,木,やきそば,たまねぎ,緑,,
2021/5/27,木,やきそば,もやし,緑,,
2021/5/27,木,やきそば,やきそばめん,黄,,
2021/5/27,木,やきそば,あおのりこ,赤,,
2021/5/27,木,やきそば,ウスターソース,,,
2021/5/27,木,やきそば,とんかつソース,,,
2021/5/27,木,やきそば,しお,,,
2021/5/27,木,やきそば,こしょう,,,
2021/5/27,木,やきそば,こめあぶら,黄,,
2021/5/27,木,フレンチかぼちゃ,フレンチかぼちゃ,緑,,
2021/5/27,木,フレンチかぼちゃ,こめあぶら,黄,,
2021/5/27,木,フレンチかぼちゃ,しお,,,
2021/5/27,木,にらたまスープ,たまご,赤,,
2021/5/27,木,にらたまスープ,たまねぎ,緑,,
2021/5/27,木,にらたまスープ,にら,緑,,
2021/5/27,木,にらたまスープ,にんじん,緑,,
2021/5/27,木,にらたまスープ,えのきたけ,緑,,
2021/5/27,木,にらたまスープ,ちゅうかスープ,,,
2021/5/27,木,にらたまスープ,うすくちしょうゆ,,,
2021/5/27,木,にらたまスープ,こしょう,,,
2021/5/27,木,にらたまスープ,水,,,
2021/5/27,木,おさかなソーセージ,おさかなソーセージ,赤,,
2021/5/28,金,ごはん,ごはん,黄,744,21.5
2021/5/28,金,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/28,金,ポークカレー,ぶたにく,赤,,
2021/5/28,金,ポークカレー,にんじん,緑,,
2021/5/28,金,ポークカレー,たまねぎ,緑,,
2021/5/28,金,ポークカレー,しめじ,緑,,
2021/5/28,金,ポークカレー,じゃがいも,黄,,
2021/5/28,金,ポークカレー,カレールウ,,,
2021/5/28,金,ポークカレー,水（ミキサー用）,,,
2021/5/28,金,ポークカレー,トマトケチャップ,,,
2021/5/28,金,ポークカレー,リンゴピューレ,緑,,
2021/5/28,金,ポークカレー,ウスターソース,,,
2021/5/28,金,ポークカレー,コンソメスープ,,,
2021/5/28,金,ポークカレー,あかワイン,,,
2021/5/28,金,ポークカレー,こしょう,,,
2021/5/28,金,ポークカレー,こめあぶら,黄,,
2021/5/28,金,ポークカレー,水,,,
2021/5/28,金,コーンコロッケ,コーンコロッケ,緑,,
2021/5/28,金,コーンコロッケ,こめあぶら,黄,,
2021/5/28,金,かいそうサラダ,わかめ,赤,,
2021/5/28,金,かいそうサラダ,くきわかめ,赤,,
2021/5/28,金,かいそうサラダ,きゅうり,緑,,
2021/5/28,金,かいそうサラダ,わふうドレッシング,黄,,
2021/5/31,月,ごはん,ごはん,黄,646,23.9
2021/5/31,月,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/31,月,チンジャオロース,ぎゅうにく,赤,,
2021/5/31,月,チンジャオロース,しお,,,
2021/5/31,月,チンジャオロース,こしょう,,,
2021/5/31,月,チンジャオロース,にんじん,緑,,
2021/5/31,月,チンジャオロース,たけのこ,緑,,
2021/5/31,月,チンジャオロース,ピーマン,緑,,
2021/5/31,月,チンジャオロース,こいくちしょうゆ,,,
2021/5/31,月,チンジャオロース,オイスターソース,,,
2021/5/31,月,チンジャオロース,せいしゅ,,,
2021/5/31,月,チンジャオロース,さんおんとう,黄,,
2021/5/31,月,チンジャオロース,でんぷん,黄,,
2021/5/31,月,チンジャオロース,こめあぶら,黄,,
2021/5/31,月,ワンタンスープ,ワンタンのかわ,黄,,
2021/5/31,月,ワンタンスープ,たまねぎ,緑,,
2021/5/31,月,ワンタンスープ,もやし,緑,,
2021/5/31,月,ワンタンスープ,しいたけ,緑,,
2021/5/31,月,ワンタンスープ,にんじん,緑,,
2021/5/31,月,ワンタンスープ,ごまあぶら,黄,,
2021/5/31,月,ワンタンスープ,ちゅうかスープ,,,
2021/5/31,月,ワンタンスープ,うすくちしょうゆ,,,
2021/5/31,月,ワンタンスープ,こしょう,,,
2021/5/31,月,ワンタンスープ,せいしゅ,,,
2021/5/31,月,ワンタンスープ,水,,,
2021/5/31,月,あまなつゼリーミックス,あまなつゼリー,黄,,
2021/5/31,月,あまなつゼリーミックス,ミックスフルーツ,緑,,
2021/5/31,月,こんぶとまっちゃふりかけ,こんぶとまっちゃのふりかけ,,,
