献立日,曜日,中学校献立名,中学校食品名,中学校食品群,エネルギー,たんぱく質
"2024/6/5","水","焼きふのみそ汁","焼きふ",5,"",""
"2024/6/5","水","焼きふのみそ汁","突こんにゃく",5,"",""
"2024/6/5","水","焼きふのみそ汁","ねぎ",3,"",""
"2024/6/5","水","焼きふのみそ汁","みそ",1,"",""
"2024/6/5","水","焼きふのみそ汁","水（ミキサー用）",,"",""
"2024/6/5","水","焼きふのみそ汁","だしの素",,"",""
"2024/6/5","水","焼きふのみそ汁","水",,"",""
"2024/6/6","木","コッペパン","コッペパン",5,"774","26.0"
"2024/6/6","木","牛乳","牛乳",2,"",""
"2024/6/6","木","コーンコロッケ","コーンコロッケ",4,"",""
"2024/6/6","木","コーンコロッケ","こめ油",6,"",""
"2024/6/6","木","きのこのデミグラスソース煮","しめじ",4,"",""
"2024/6/6","木","きのこのデミグラスソース煮","えりんぎ",4,"",""
"2024/6/6","木","きのこのデミグラスソース煮","まいたけ",4,"",""
"2024/6/6","木","きのこのデミグラスソース煮","三温糖",5,"",""
"2024/6/6","木","きのこのデミグラスソース煮","デミグラスソース",,"",""
"2024/6/6","木","きのこのデミグラスソース煮","トマトベースソース",,"",""
"2024/6/6","木","きのこのデミグラスソース煮","リンゴピューレ",4,"",""
"2024/6/6","木","きのこのデミグラスソース煮","スープストック",,"",""
"2024/6/6","木","きのこのデミグラスソース煮","こしょう",,"",""
"2024/6/6","木","きのこのデミグラスソース煮","塩",,"",""
"2024/6/6","木","ささみのスープ","ササミ",1,"",""
"2024/6/6","木","ささみのスープ","たまねぎ",4,"",""
"2024/6/6","木","ささみのスープ","にんじん",3,"",""
"2024/6/6","木","ささみのスープ","ほうれん草",3,"",""
"2024/6/6","木","ささみのスープ","コンソメスープ",,"",""
"2024/6/6","木","ささみのスープ","うすくちしょうゆ",,"",""
"2024/6/6","木","ささみのスープ","こしょう",,"",""
"2024/6/6","木","ささみのスープ","こめ油",6,"",""
"2024/6/6","木","ささみのスープ","水",,"",""
"2024/6/6","木","アセロラゼリー","アセロラゼリー",5,"",""
"2024/6/7","金","ごはん","ごはん",5,"790","27.6"
"2024/6/7","金","牛乳","牛乳",2,"",""
"2024/6/7","金","いわしの梅煮","いわしの梅煮",1,"",""
"2024/6/7","金","ひじきと大豆の煮物","ひじき",2,"",""
"2024/6/7","金","ひじきと大豆の煮物","大豆",1,"",""
"2024/6/7","金","ひじきと大豆の煮物","にんじん",3,"",""
"2024/6/7","金","ひじきと大豆の煮物","だしの素",,"",""
"2024/6/7","金","ひじきと大豆の煮物","こいくちしょうゆ",,"",""
"2024/6/7","金","ひじきと大豆の煮物","三温糖",5,"",""
"2024/6/7","金","ひじきと大豆の煮物","みりん",,"",""
"2024/6/7","金","ひじきと大豆の煮物","水",,"",""
"2024/6/7","金","けんちん汁","厚揚げ(小)",1,"",""
"2024/6/7","金","けんちん汁","ごぼう",4,"",""
"2024/6/7","金","けんちん汁","平こんにゃく",5,"",""
"2024/6/7","金","けんちん汁","里いも",5,"",""
"2024/6/7","金","けんちん汁","しいたけ",4,"",""
"2024/6/7","金","けんちん汁","ねぎ",3,"",""
"2024/6/7","金","けんちん汁","だしの素",,"",""
"2024/6/7","金","けんちん汁","うすくちしょうゆ",,"",""
"2024/6/7","金","けんちん汁","みりん",,"",""
"2024/6/7","金","けんちん汁","でん粉",5,"",""
"2024/6/7","金","けんちん汁","水",,"",""
"2024/6/10","月","ごはん","ごはん",5,"792","21.1"
"2024/6/10","月","牛乳","牛乳",2,"",""
"2024/6/10","月","春巻き","春巻き",5,"",""
"2024/6/10","月","春巻き","こめ油",6,"",""
"2024/6/10","月","切り干し大根ときゅうりの炒め物","切り干し大根",4,"",""
"2024/6/10","月","切り干し大根ときゅうりの炒め物","きゅうり",4,"",""
"2024/6/10","月","切り干し大根ときゅうりの炒め物","にんじん",3,"",""
"2024/6/10","月","切り干し大根ときゅうりの炒め物","鶏ガラスープ(粉末)",,"",""
"2024/6/10","月","切り干し大根ときゅうりの炒め物","こしょう",,"",""
"2024/6/10","月","切り干し大根ときゅうりの炒め物","うすくちしょうゆ",,"",""
"2024/6/10","月","切り干し大根ときゅうりの炒め物","こめ油",6,"",""
"2024/6/10","月","切り干し大根ときゅうりの炒め物","水",,"",""
"2024/6/10","月","えび入り中華スープ","えび",1,"",""
"2024/6/10","月","えび入り中華スープ","焼き豚",1,"",""
"2024/6/10","月","えび入り中華スープ","たまねぎ",4,"",""
"2024/6/10","月","えび入り中華スープ","チンゲンサイ",3,"",""
"2024/6/10","月","えび入り中華スープ","えのきたけ",4,"",""
"2024/6/10","月","えび入り中華スープ","中華スープ",,"",""
"2024/6/10","月","えび入り中華スープ","清酒",,"",""
"2024/6/10","月","えび入り中華スープ","うすくちしょうゆ",,"",""
"2024/6/10","月","えび入り中華スープ","こしょう",,"",""
"2024/6/10","月","えび入り中華スープ","ごま油",6,"",""
"2024/6/10","月","えび入り中華スープ","水",,"",""
"2024/6/11","火","コッペパン","コッペパン",5,"847","27.8"
"2024/6/11","火","牛乳","牛乳",2,"",""
"2024/6/11","火","トマトグラタン","トマトグラタン",5,"",""
"2024/6/11","火","アスパラガスのソテー","アスパラガス",3,"",""
"2024/6/11","火","アスパラガスのソテー","とうもろこし",4,"",""
"2024/6/11","火","アスパラガスのソテー","塩",,"",""
"2024/6/11","火","アスパラガスのソテー","こしょう",,"",""
"2024/6/11","火","アスパラガスのソテー","コンソメスープ",,"",""
"2024/6/11","火","アスパラガスのソテー","こめ油",6,"",""
"2024/6/11","火","豆乳スープ","ウインナー",1,"",""
"2024/6/11","火","豆乳スープ","ニョッキ",5,"",""
"2024/6/11","火","豆乳スープ","たまねぎ",4,"",""
"2024/6/11","火","豆乳スープ","えりんぎ",4,"",""
"2024/6/11","火","豆乳スープ","小松菜",3,"",""
"2024/6/11","火","豆乳スープ","鶏ガラスープ(粉末)",,"",""
"2024/6/11","火","豆乳スープ","おろししょうが",,"",""
"2024/6/11","火","豆乳スープ","うすくちしょうゆ",,"",""
"2024/6/11","火","豆乳スープ","こしょう",,"",""
"2024/6/11","火","豆乳スープ","大豆ペースト",1,"",""
"2024/6/11","火","豆乳スープ","豆乳",1,"",""
"2024/6/11","火","豆乳スープ","水（ミキサー用）",,"",""
"2024/6/11","火","豆乳スープ","こめ油",6,"",""
"2024/6/11","火","豆乳スープ","水",,"",""
"2024/6/12","水","ごはん","ごはん",5,"749","33.1"
"2024/6/12","水","牛乳","牛乳",2,"",""
"2024/6/12","水","さばのしょうゆ焼き","さばのしょうゆ焼き",1,"",""
"2024/6/12","水","けいちゃん焼き","鶏肉",1,"",""
"2024/6/12","水","けいちゃん焼き","こめ油",6,"",""
"2024/6/12","水","けいちゃん焼き","おろしにんにく",,"",""
"2024/6/12","水","けいちゃん焼き","清酒",,"",""
"2024/6/12","水","けいちゃん焼き","キャベツ",4,"",""
"2024/6/12","水","けいちゃん焼き","もやし",4,"",""
"2024/6/12","水","けいちゃん焼き","赤みそ",1,"",""
"2024/6/12","水","けいちゃん焼き","みそ",1,"",""
"2024/6/12","水","けいちゃん焼き","三温糖",5,"",""
"2024/6/12","水","けいちゃん焼き","こいくちしょうゆ",,"",""
"2024/6/12","水","けいちゃん焼き","みりん",,"",""
"2024/6/12","水","けいちゃん焼き","コチュジャン",,"",""
"2024/6/12","水","けいちゃん焼き","トウバンジャン",,"",""
"2024/6/12","水","けいちゃん焼き","こしょう",,"",""
"2024/6/12","水","けいちゃん焼き","でん粉",5,"",""
"2024/6/12","水","けいちゃん焼き","水",,"",""
"2024/6/12","水","すまし汁","とうふ",1,"",""
"2024/6/12","水","すまし汁","たまねぎ",4,"",""
"2024/6/12","水","すまし汁","にんじん",3,"",""
"2024/6/12","水","すまし汁","ラッキーにんじん",3,"",""
"2024/6/12","水","すまし汁","えのきたけ",4,"",""
"2024/6/12","水","すまし汁","まめふ",5,"",""
"2024/6/12","水","すまし汁","だしの素",,"",""
"2024/6/12","水","すまし汁","うすくちしょうゆ",,"",""
"2024/6/12","水","すまし汁","水",,"",""
"2024/6/13","木","コッペパン","コッペパン",5,"836","31.3"
"2024/6/13","木","牛乳","牛乳",2,"",""
"2024/6/13","木","メンチカツ","メンチカツ",1,"",""
"2024/6/13","木","メンチカツ","こめ油",6,"",""
"2024/6/13","木","キャロットラペ","にんじん",3,"",""
"2024/6/13","木","キャロットラペ","たまねぎ",4,"",""
"2024/6/13","木","キャロットラペ","イタリアンドレッシング",6,"",""
"2024/6/13","木","オニオンスープ","ベーコン",1,"",""
"2024/6/13","木","オニオンスープ","たまねぎ",4,"",""
"2024/6/13","木","オニオンスープ","ソテーオニオン",4,"",""
"2024/6/13","木","オニオンスープ","マカロニ(シェル)",5,"",""
"2024/6/13","木","オニオンスープ","パセリ",3,"",""
"2024/6/13","木","オニオンスープ","コンソメスープ",,"",""
"2024/6/13","木","オニオンスープ","こしょう",,"",""
"2024/6/13","木","オニオンスープ","うすくちしょうゆ",,"",""
"2024/6/13","木","オニオンスープ","水",,"",""
"2024/6/13","木","ヨーグルト","ヨーグルト",2,"",""
"2024/6/14","金","ごはん","ごはん",5,"869","31.2"
"2024/6/14","金","牛乳","牛乳",2,"",""
"2024/6/14","金","豚じゃが","豚肉",1,"",""
"2024/6/14","金","豚じゃが","にんじん",3,"",""
"2024/6/14","金","豚じゃが","たまねぎ",4,"",""
"2024/6/14","金","豚じゃが","じゃがいも",5,"",""
"2024/6/14","金","豚じゃが","糸こんにゃく",5,"",""
"2024/6/14","金","豚じゃが","さやいんげん",3,"",""
"2024/6/14","金","豚じゃが","こめ油",6,"",""
"2024/6/14","金","豚じゃが","だしの素",,"",""
"2024/6/14","金","豚じゃが","清酒",,"",""
"2024/6/14","金","豚じゃが","こいくちしょうゆ",,"",""
"2024/6/14","金","豚じゃが","ざらめ",5,"",""
"2024/6/14","金","豚じゃが","水",,"",""
"2024/6/14","金","ちくわの磯辺揚げ","ミニちくわ",1,"",""
"2024/6/14","金","ちくわの磯辺揚げ","天ぷら粉",5,"",""
"2024/6/14","金","ちくわの磯辺揚げ","青のり粉",2,"",""
"2024/6/14","金","ちくわの磯辺揚げ","水",,"",""
"2024/6/14","金","ちくわの磯辺揚げ","こめ油",6,"",""
"2024/6/14","金","金時煮豆","金時煮豆",5,"",""
"2024/6/17","月","ごはん","ごはん",5,"814","28.9"
"2024/6/17","月","牛乳","牛乳",2,"",""
"2024/6/17","月","ししゃもフライ(2尾)","ししゃもフライ",1,"",""
"2024/6/17","月","ししゃもフライ(2尾)","こめ油",6,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","豚肉",1,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","ごま油",6,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","おろしにんにく",,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","清酒",,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","うすくちしょうゆ",,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","こしょう",,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","たまねぎ",4,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","にんじん",3,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","キャベツ",4,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","塩こうじ",,"",""
"2024/6/17","月","豚肉の塩こうじレモン炒め","レモン汁",4,"",""
"2024/6/17","月","長いものみそ汁","厚揚げ(小)",1,"",""
"2024/6/17","月","長いものみそ汁","たまねぎ",4,"",""
"2024/6/17","月","長いものみそ汁","ねぎ",3,"",""
"2024/6/17","月","長いものみそ汁","長いも",5,"",""
"2024/6/17","月","長いものみそ汁","なめこ",4,"",""
"2024/6/17","月","長いものみそ汁","みそ",1,"",""
"2024/6/17","月","長いものみそ汁","水（ミキサー用）",,"",""
"2024/6/17","月","長いものみそ汁","だしの素",,"",""
"2024/6/17","月","長いものみそ汁","水",,"",""
"2024/6/18","火","米粉パン","米粉パン",5,"762","41.0"
"2024/6/18","火","牛乳","牛乳",2,"",""
"2024/6/18","火","鶏肉のハーブ焼き","鶏肉のハーブ焼き",1,"",""
"2024/6/18","火","れんこんのガーリックソテー","れんこん",4,"",""
"2024/6/18","火","れんこんのガーリックソテー","とうもろこし",4,"",""
"2024/6/18","火","れんこんのガーリックソテー","ソテーオニオン",4,"",""
"2024/6/18","火","れんこんのガーリックソテー","オリーブオイル",6,"",""
"2024/6/18","火","れんこんのガーリックソテー","コンソメスープ",,"",""
"2024/6/18","火","れんこんのガーリックソテー","おろしにんにく",,"",""
"2024/6/18","火","れんこんのガーリックソテー","ブラックペッパー",,"",""
"2024/6/18","火","クリームスープ","ベーコン",1,"",""
"2024/6/18","火","クリームスープ","たまねぎ",4,"",""
"2024/6/18","火","クリームスープ","ほうれん草",3,"",""
"2024/6/18","火","クリームスープ","にんじん",3,"",""
"2024/6/18","火","クリームスープ","じゃがいも",5,"",""
"2024/6/18","火","クリームスープ","えりんぎ",4,"",""
"2024/6/18","火","クリームスープ","バター",6,"",""
"2024/6/18","火","クリームスープ","白ワイン",,"",""
"2024/6/18","火","クリームスープ","コンソメスープ",,"",""
"2024/6/18","火","クリームスープ","塩",,"",""
"2024/6/18","火","クリームスープ","こしょう",,"",""
"2024/6/18","火","クリームスープ","牛乳(調理用)",2,"",""
"2024/6/18","火","クリームスープ","脱脂粉乳",2,"",""
"2024/6/18","火","クリームスープ","上新粉",5,"",""
"2024/6/18","火","クリームスープ","豆乳",1,"",""
"2024/6/18","火","クリームスープ","水",,"",""
"2024/6/19","水","ごはん","ごはん",5,"785","27.0"
"2024/6/19","水","牛乳","牛乳",2,"",""
"2024/6/19","水","かぼちゃと大和ポークのフライ","かぼちゃと大和ポークのフライ",3,"",""
"2024/6/19","水","かぼちゃと大和ポークのフライ","こめ油",6,"",""
"2024/6/19","水","大和まなちりめん","大和まな漬",3,"",""
"2024/6/19","水","大和まなちりめん","ちりめんじゃこ",2,"",""
"2024/6/19","水","大和まなちりめん","白いりごま",6,"",""
"2024/6/19","水","大和まなちりめん","こめ油",6,"",""
"2024/6/19","水","大和まなちりめん","三温糖",5,"",""
"2024/6/19","水","大和まなちりめん","こいくちしょうゆ",,"",""
"2024/6/19","水","大和まなちりめん","みりん",,"",""
"2024/6/19","水","大和まなちりめん","清酒",,"",""
"2024/6/19","水","にゅうめん","ふしそうめん",5,"",""
"2024/6/19","水","にゅうめん","うす揚げ",1,"",""
"2024/6/19","水","にゅうめん","たまねぎ",4,"",""
"2024/6/19","水","にゅうめん","にんじん",3,"",""
"2024/6/19","水","にゅうめん","かまぼこ",1,"",""
"2024/6/19","水","にゅうめん","しめじ",4,"",""
"2024/6/19","水","にゅうめん","ねぎ",3,"",""
"2024/6/19","水","にゅうめん","だしの素",,"",""
"2024/6/19","水","にゅうめん","うすくちしょうゆ",,"",""
"2024/6/19","水","にゅうめん","水",,"",""
"2024/6/20","木","コッペパン","コッペパン",5,"865","30.8"
"2024/6/20","木","牛乳","牛乳",2,"",""
"2024/6/20","木","チキンナゲット(3個)","チキンナゲット",1,"",""
"2024/6/20","木","チキンナゲット(3個)","こめ油",6,"",""
"2024/6/20","木","ラタトゥイユ","ウインナー",1,"",""
"2024/6/20","木","ラタトゥイユ","なす",4,"",""
"2024/6/20","木","ラタトゥイユ","ズッキーニ",4,"",""
"2024/6/20","木","ラタトゥイユ","黄パプリカ",3,"",""
"2024/6/20","木","ラタトゥイユ","ソテーオニオン",4,"",""
"2024/6/20","木","ラタトゥイユ","おろしにんにく",,"",""
"2024/6/20","木","ラタトゥイユ","ホールトマト",3,"",""
"2024/6/20","木","ラタトゥイユ","トマトケチャップ",,"",""
"2024/6/20","木","ラタトゥイユ","オリーブオイル",6,"",""
"2024/6/20","木","ラタトゥイユ","コンソメスープ",,"",""
"2024/6/20","木","ラタトゥイユ","赤ワイン",,"",""
"2024/6/20","木","ラタトゥイユ","塩",,"",""
"2024/6/20","木","ラタトゥイユ","こしょう",,"",""
"2024/6/20","木","ラタトゥイユ","三温糖",5,"",""
"2024/6/20","木","コンソメスープ","にんじん",3,"",""
"2024/6/20","木","コンソメスープ","たまねぎ",4,"",""
"2024/6/20","木","コンソメスープ","枝豆",4,"",""
"2024/6/20","木","コンソメスープ","米粉マカロニ",5,"",""
"2024/6/20","木","コンソメスープ","コンソメスープ",,"",""
"2024/6/20","木","コンソメスープ","うすくちしょうゆ",,"",""
"2024/6/20","木","コンソメスープ","こしょう",,"",""
"2024/6/20","木","コンソメスープ","水",,"",""
"2024/6/20","木","奈良のブルーベリージャム","奈良のブルーベリージャム",5,"",""
"2024/6/21","金","ごはん","ごはん",5,"746","30.9"
"2024/6/21","金","牛乳","牛乳",2,"",""
"2024/6/21","金","だし巻き卵","だし巻き卵",1,"",""
"2024/6/21","金","ゴーヤチャンプルー","豚肉",1,"",""
"2024/6/21","金","ゴーヤチャンプルー","ゴーヤ",4,"",""
"2024/6/21","金","ゴーヤチャンプルー","にんじん",3,"",""
"2024/6/21","金","ゴーヤチャンプルー","もやし",4,"",""
"2024/6/21","金","ゴーヤチャンプルー","中華スープ",,"",""
"2024/6/21","金","ゴーヤチャンプルー","こいくちしょうゆ",,"",""
"2024/6/21","金","ゴーヤチャンプルー","こしょう",,"",""
"2024/6/21","金","ゴーヤチャンプルー","おろししょうが",,"",""
"2024/6/21","金","ゴーヤチャンプルー","かつお節",1,"",""
"2024/6/21","金","ゴーヤチャンプルー","ごま油",6,"",""
"2024/6/21","金","もずくスープ","焼き豚",1,"",""
"2024/6/21","金","もずくスープ","たまねぎ",4,"",""
"2024/6/21","金","もずくスープ","奈良のとうふ",1,"",""
"2024/6/21","金","もずくスープ","もずく",2,"",""
"2024/6/21","金","もずくスープ","小松菜",3,"",""
"2024/6/21","金","もずくスープ","鶏ガラスープ(液体)",,"",""
"2024/6/21","金","もずくスープ","鶏ガラスープ(粉末)",,"",""
"2024/6/21","金","もずくスープ","うすくちしょうゆ",,"",""
"2024/6/21","金","もずくスープ","こめ油",6,"",""
"2024/6/21","金","もずくスープ","水",,"",""
"2024/6/21","金","はちみつ大豆","はちみつ大豆",1,"",""
"2024/6/24","月","ごはん","ごはん",5,"826","29.8"
"2024/6/24","月","牛乳","牛乳",2,"",""
"2024/6/24","月","焼きぎょうざ(2個)","ぎょうざ",1,"",""
"2024/6/24","月","ツナとピーマンの中華炒め","ツナ(油漬け)",1,"",""
"2024/6/24","月","ツナとピーマンの中華炒め","ピーマン",3,"",""
"2024/6/24","月","ツナとピーマンの中華炒め","にんじん",3,"",""
"2024/6/24","月","ツナとピーマンの中華炒め","もやし",4,"",""
"2024/6/24","月","ツナとピーマンの中華炒め","鶏ガラスープ(粉末)",,"",""
"2024/6/24","月","ツナとピーマンの中華炒め","こしょう",,"",""
"2024/6/24","月","ツナとピーマンの中華炒め","うすくちしょうゆ",,"",""
"2024/6/24","月","マーボーどうふ","豚ミンチ",1,"",""
"2024/6/24","月","マーボーどうふ","とうふ",1,"",""
"2024/6/24","月","マーボーどうふ","たまねぎ",4,"",""
"2024/6/24","月","マーボーどうふ","たけのこ",4,"",""
"2024/6/24","月","マーボーどうふ","にら",3,"",""
"2024/6/24","月","マーボーどうふ","にんじん",3,"",""
"2024/6/24","月","マーボーどうふ","ごま油",6,"",""
"2024/6/24","月","マーボーどうふ","おろししょうが",,"",""
"2024/6/24","月","マーボーどうふ","おろしにんにく",,"",""
"2024/6/24","月","マーボーどうふ","トウバンジャン",,"",""
"2024/6/24","月","マーボーどうふ","赤みそ",1,"",""
"2024/6/24","月","マーボーどうふ","オイスターソース",,"",""
"2024/6/24","月","マーボーどうふ","三温糖",5,"",""
"2024/6/24","月","マーボーどうふ","清酒",,"",""
"2024/6/24","月","マーボーどうふ","中華スープ",,"",""
"2024/6/24","月","マーボーどうふ","こいくちしょうゆ",,"",""
"2024/6/24","月","マーボーどうふ","でん粉",5,"",""
"2024/6/24","月","マーボーどうふ","水",,"",""
"2024/6/25","火","黒糖パン","黒糖パン",5,"827","33.8"
"2024/6/25","火","牛乳","牛乳",2,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","鶏肉(でん粉付)",1,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","こめ油",6,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","おろしにんにく",,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","こいくちしょうゆ",,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","三温糖",5,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","コチュジャン",,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","トマトケチャップ",,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","みりん",,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","でん粉",5,"",""
"2024/6/25","火","ヤンニョムチキン(2個)","水",,"",""
"2024/6/25","火","ナムル","ほうれん草",3,"",""
"2024/6/25","火","ナムル","切り干し大根",4,"",""
"2024/6/25","火","ナムル","ナムルドレッシング",6,"",""
"2024/6/25","火","わか玉スープ","卵",1,"",""
"2024/6/25","火","わか玉スープ","ロースハム",1,"",""
"2024/6/25","火","わか玉スープ","わかめ",2,"",""
"2024/6/25","火","わか玉スープ","たまねぎ",4,"",""
"2024/6/25","火","わか玉スープ","しいたけ",4,"",""
"2024/6/25","火","わか玉スープ","にんじん",3,"",""
"2024/6/25","火","わか玉スープ","中華スープ",,"",""
"2024/6/25","火","わか玉スープ","うすくちしょうゆ",,"",""
"2024/6/25","火","わか玉スープ","こしょう",,"",""
"2024/6/25","火","わか玉スープ","ごま油",6,"",""
"2024/6/25","火","わか玉スープ","水",,"",""
"2024/6/26","水","ごはん","ごはん",5,"800","33.0"
"2024/6/26","水","牛乳","牛乳",2,"",""
"2024/6/26","水","かつおフライ","かつおフライ",1,"",""
"2024/6/26","水","かつおフライ","こめ油",6,"",""
"2024/6/26","水","高野どうふの煮物","高野どうふ",1,"",""
"2024/6/26","水","高野どうふの煮物","ちくわ",1,"",""
"2024/6/26","水","高野どうふの煮物","にんじん",3,"",""
"2024/6/26","水","高野どうふの煮物","枝豆",4,"",""
"2024/6/26","水","高野どうふの煮物","三温糖",5,"",""
"2024/6/26","水","高野どうふの煮物","だしの素",,"",""
"2024/6/26","水","高野どうふの煮物","うすくちしょうゆ",,"",""
"2024/6/26","水","高野どうふの煮物","みりん",,"",""
"2024/6/26","水","高野どうふの煮物","水",,"",""
"2024/6/26","水","豚汁","豚肉",1,"",""
"2024/6/26","水","豚汁","たまねぎ",4,"",""
"2024/6/26","水","豚汁","里いも",5,"",""
"2024/6/26","水","豚汁","ごぼう",4,"",""
"2024/6/26","水","豚汁","突こんにゃく",5,"",""
"2024/6/26","水","豚汁","ねぎ",3,"",""
"2024/6/26","水","豚汁","みそ",1,"",""
"2024/6/26","水","豚汁","水（ミキサー用）",,"",""
"2024/6/26","水","豚汁","こめ油",6,"",""
"2024/6/26","水","豚汁","清酒",,"",""
"2024/6/26","水","豚汁","だしの素",,"",""
"2024/6/26","水","豚汁","水",,"",""
"2024/6/27","木","コッペパン","コッペパン",5,"732","30.3"
"2024/6/27","木","牛乳","牛乳",2,"",""
"2024/6/27","木","照り焼きハンバーグ","ハンバーグ",1,"",""
"2024/6/27","木","照り焼きハンバーグ","おろししょうが",,"",""
"2024/6/27","木","照り焼きハンバーグ","清酒",,"",""
