献立日,曜日,小学校献立名,小学校食品名,小学校食品群,エネルギー,たんぱく質
"2024/6/4","火","ささみのスープ","コンソメスープ","","",""
"2024/6/4","火","ささみのスープ","うすくちしょうゆ","","",""
"2024/6/4","火","ささみのスープ","こしょう","","",""
"2024/6/4","火","ささみのスープ","こめあぶら","黄","",""
"2024/6/4","火","ささみのスープ","水","","",""
"2024/6/4","火","アセロラゼリー","アセロラゼリー","黄","",""
"2024/6/5","水","ごはん","ごはん","黄","645","21.6"
"2024/6/5","水","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/5","水","いかのてんぷら","いかのてんぷら","赤","",""
"2024/6/5","水","いかのてんぷら","こめあぶら","黄","",""
"2024/6/5","水","かぼちゃのそぼろに","とりミンチ","赤","",""
"2024/6/5","水","かぼちゃのそぼろに","かぼちゃ","緑","",""
"2024/6/5","水","かぼちゃのそぼろに","こめあぶら","黄","",""
"2024/6/5","水","かぼちゃのそぼろに","せいしゅ","","",""
"2024/6/5","水","かぼちゃのそぼろに","だしのもと","","",""
"2024/6/5","水","かぼちゃのそぼろに","うすくちしょうゆ","","",""
"2024/6/5","水","かぼちゃのそぼろに","ざらめ","黄","",""
"2024/6/5","水","かぼちゃのそぼろに","水","","",""
"2024/6/5","水","やきふのみそしる","たまねぎ","緑","",""
"2024/6/5","水","やきふのみそしる","にんじん","緑","",""
"2024/6/5","水","やきふのみそしる","えのきたけ","緑","",""
"2024/6/5","水","やきふのみそしる","やきふ","黄","",""
"2024/6/5","水","やきふのみそしる","つきこんにゃく","黄","",""
"2024/6/5","水","やきふのみそしる","ねぎ","緑","",""
"2024/6/5","水","やきふのみそしる","みそ","赤","",""
"2024/6/5","水","やきふのみそしる","水（ミキサー用）","","",""
"2024/6/5","水","やきふのみそしる","だしのもと","","",""
"2024/6/5","水","やきふのみそしる","水","","",""
"2024/6/6","木","コッペパン","コッペパン","黄","690","27.2"
"2024/6/6","木","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/6","木","ミートボール(2こ)","ミートボール","赤","",""
"2024/6/6","木","さやいんげんとコーンのソテー","さやいんげん","緑","",""
"2024/6/6","木","さやいんげんとコーンのソテー","とうもろこし","緑","",""
"2024/6/6","木","さやいんげんとコーンのソテー","ブラックペッパー","","",""
"2024/6/6","木","さやいんげんとコーンのソテー","コンソメスープ","","",""
"2024/6/6","木","さやいんげんとコーンのソテー","こめあぶら","黄","",""
"2024/6/6","木","イタリアンスパゲティ","スパゲティ","黄","",""
"2024/6/6","木","イタリアンスパゲティ","ウインナー","赤","",""
"2024/6/6","木","イタリアンスパゲティ","たまねぎ","緑","",""
"2024/6/6","木","イタリアンスパゲティ","にんじん","緑","",""
"2024/6/6","木","イタリアンスパゲティ","ピーマン","緑","",""
"2024/6/6","木","イタリアンスパゲティ","しめじ","緑","",""
"2024/6/6","木","イタリアンスパゲティ","あかワイン","","",""
"2024/6/6","木","イタリアンスパゲティ","しお","","",""
"2024/6/6","木","イタリアンスパゲティ","こしょう","","",""
"2024/6/6","木","イタリアンスパゲティ","トマトケチャップ","","",""
"2024/6/6","木","イタリアンスパゲティ","ウスターソース","","",""
"2024/6/6","木","イタリアンスパゲティ","とんかつソース","","",""
"2024/6/6","木","イタリアンスパゲティ","オリーブオイル","黄","",""
"2024/6/7","金","ごはん","ごはん","黄","727","19.0"
"2024/6/7","金","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/7","金","はるまき","はるまき","黄","",""
"2024/6/7","金","はるまき","こめあぶら","黄","",""
"2024/6/7","金","きりぼしだいこんときゅうりのいためもの","きりぼしだいこん","緑","",""
"2024/6/7","金","きりぼしだいこんときゅうりのいためもの","きゅうり","緑","",""
"2024/6/7","金","きりぼしだいこんときゅうりのいためもの","にんじん","緑","",""
"2024/6/7","金","きりぼしだいこんときゅうりのいためもの","とりガラスープ(粉末)","","",""
"2024/6/7","金","きりぼしだいこんときゅうりのいためもの","こしょう","","",""
"2024/6/7","金","きりぼしだいこんときゅうりのいためもの","うすくちしょうゆ","","",""
"2024/6/7","金","きりぼしだいこんときゅうりのいためもの","こめあぶら","黄","",""
"2024/6/7","金","きりぼしだいこんときゅうりのいためもの","水","","",""
"2024/6/7","金","スーミータン","たまご","赤","",""
"2024/6/7","金","スーミータン","やきぶた","赤","",""
"2024/6/7","金","スーミータン","たまねぎ","緑","",""
"2024/6/7","金","スーミータン","チンゲンサイ","緑","",""
"2024/6/7","金","スーミータン","クリームコーン","緑","",""
"2024/6/7","金","スーミータン","えのきたけ","緑","",""
"2024/6/7","金","スーミータン","ちゅうかスープ","","",""
"2024/6/7","金","スーミータン","せいしゅ","","",""
"2024/6/7","金","スーミータン","うすくちしょうゆ","","",""
"2024/6/7","金","スーミータン","みりん","","",""
"2024/6/7","金","スーミータン","しお","","",""
"2024/6/7","金","スーミータン","こしょう","","",""
"2024/6/7","金","スーミータン","でんぷん","黄","",""
"2024/6/7","金","スーミータン","水","","",""
"2024/6/10","月","ごはん","ごはん","黄","623","21.0"
"2024/6/10","月","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/10","月","いわしのうめに","いわしのうめに","赤","",""
"2024/6/10","月","ひじきとだいずのにもの","ひじき","赤","",""
"2024/6/10","月","ひじきとだいずのにもの","だいず","赤","",""
"2024/6/10","月","ひじきとだいずのにもの","にんじん","緑","",""
"2024/6/10","月","ひじきとだいずのにもの","だしのもと","","",""
"2024/6/10","月","ひじきとだいずのにもの","こいくちしょうゆ","","",""
"2024/6/10","月","ひじきとだいずのにもの","さんおんとう","黄","",""
"2024/6/10","月","ひじきとだいずのにもの","みりん","","",""
"2024/6/10","月","ひじきとだいずのにもの","水","","",""
"2024/6/10","月","けんちんじる","あつあげ(小)","赤","",""
"2024/6/10","月","けんちんじる","ごぼう","緑","",""
"2024/6/10","月","けんちんじる","ひらこんにゃく","黄","",""
"2024/6/10","月","けんちんじる","さといも","黄","",""
"2024/6/10","月","けんちんじる","ねぎ","緑","",""
"2024/6/10","月","けんちんじる","だしのもと","","",""
"2024/6/10","月","けんちんじる","うすくちしょうゆ","","",""
"2024/6/10","月","けんちんじる","みりん","","",""
"2024/6/10","月","けんちんじる","でんぷん","黄","",""
"2024/6/10","月","けんちんじる","水","","",""
"2024/6/11","火","こくとうパン","こくとうパン","黄","630","25.9"
"2024/6/11","火","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","とりにく(でん粉付)","赤","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","こめあぶら","黄","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","おろしにんにく","","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","こいくちしょうゆ","","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","さんおんとう","黄","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","コチュジャン","","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","トマトケチャップ","","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","みりん","","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","でんぷん","黄","",""
"2024/6/11","火","ヤンニョムチキン(2こ)","水","","",""
"2024/6/11","火","ナムル","ほうれんそう","緑","",""
"2024/6/11","火","ナムル","きりぼしだいこん","緑","",""
"2024/6/11","火","ナムル","にんじん","緑","",""
"2024/6/11","火","ナムル","ナムルドレッシング","黄","",""
"2024/6/11","火","わかめスープ","ロースハム","赤","",""
"2024/6/11","火","わかめスープ","わかめ","赤","",""
"2024/6/11","火","わかめスープ","たまねぎ","緑","",""
"2024/6/11","火","わかめスープ","しいたけ","緑","",""
"2024/6/11","火","わかめスープ","にんじん","緑","",""
"2024/6/11","火","わかめスープ","ちゅうかスープ","","",""
"2024/6/11","火","わかめスープ","うすくちしょうゆ","","",""
"2024/6/11","火","わかめスープ","こしょう","","",""
"2024/6/11","火","わかめスープ","ごまあぶら","黄","",""
"2024/6/11","火","わかめスープ","水","","",""
"2024/6/12","水","ごはん","ごはん","黄","670","21.9"
"2024/6/12","水","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/12","水","ぶたじゃが","ぶたにく","赤","",""
"2024/6/12","水","ぶたじゃが","にんじん","緑","",""
"2024/6/12","水","ぶたじゃが","たまねぎ","緑","",""
"2024/6/12","水","ぶたじゃが","じゃがいも","黄","",""
"2024/6/12","水","ぶたじゃが","いとこんにゃく","黄","",""
"2024/6/12","水","ぶたじゃが","さやいんげん","緑","",""
"2024/6/12","水","ぶたじゃが","こめあぶら","黄","",""
"2024/6/12","水","ぶたじゃが","だしのもと","","",""
"2024/6/12","水","ぶたじゃが","せいしゅ","","",""
"2024/6/12","水","ぶたじゃが","こいくちしょうゆ","","",""
"2024/6/12","水","ぶたじゃが","ざらめ","黄","",""
"2024/6/12","水","ぶたじゃが","水","","",""
"2024/6/12","水","ごまあえ","ごぼう","緑","",""
"2024/6/12","水","ごまあえ","にんじん","緑","",""
"2024/6/12","水","ごまあえ","だししょうゆ","","",""
"2024/6/12","水","ごまあえ","しろすりごま","黄","",""
"2024/6/12","水","ごまあえ","しろいりごま","黄","",""
"2024/6/12","水","きんときにまめ","きんときにまめ","黄","",""
"2024/6/13","木","コッペパン","コッペパン","黄","578","26.1"
"2024/6/13","木","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/13","木","てりやきハンバーグ","ハンバーグ","赤","",""
"2024/6/13","木","てりやきハンバーグ","おろししょうが","","",""
"2024/6/13","木","てりやきハンバーグ","せいしゅ","","",""
"2024/6/13","木","てりやきハンバーグ","こいくちしょうゆ","","",""
"2024/6/13","木","てりやきハンバーグ","さんおんとう","黄","",""
"2024/6/13","木","てりやきハンバーグ","みりん","","",""
"2024/6/13","木","てりやきハンバーグ","でんぷん","黄","",""
"2024/6/13","木","てりやきハンバーグ","水","","",""
"2024/6/13","木","コーンとえだまめのソテー","とうもろこし","緑","",""
"2024/6/13","木","コーンとえだまめのソテー","えだまめ","緑","",""
"2024/6/13","木","コーンとえだまめのソテー","ブラックペッパー","","",""
"2024/6/13","木","コーンとえだまめのソテー","コンソメスープ","","",""
"2024/6/13","木","コーンとえだまめのソテー","こめあぶら","黄","",""
"2024/6/13","木","えびとレタスのスープ","えび","赤","",""
"2024/6/13","木","えびとレタスのスープ","ベーコン","赤","",""
"2024/6/13","木","えびとレタスのスープ","たまねぎ","緑","",""
"2024/6/13","木","えびとレタスのスープ","にんじん","緑","",""
"2024/6/13","木","えびとレタスのスープ","レタス","緑","",""
"2024/6/13","木","えびとレタスのスープ","マカロニ(ABC)","黄","",""
"2024/6/13","木","えびとレタスのスープ","コンソメスープ","","",""
"2024/6/13","木","えびとレタスのスープ","うすくちしょうゆ","","",""
"2024/6/13","木","えびとレタスのスープ","こしょう","","",""
"2024/6/13","木","えびとレタスのスープ","せいしゅ","","",""
"2024/6/13","木","えびとレタスのスープ","水","","",""
"2024/6/14","金","ごはん","ごはん","黄","651","29.6"
"2024/6/14","金","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/14","金","さばのしょうゆやき","さばのしょうゆやき","赤","",""
"2024/6/14","金","けいちゃんやき","とりにく","赤","",""
"2024/6/14","金","けいちゃんやき","こめあぶら","黄","",""
"2024/6/14","金","けいちゃんやき","おろしにんにく","","",""
"2024/6/14","金","けいちゃんやき","せいしゅ","","",""
"2024/6/14","金","けいちゃんやき","キャベツ","緑","",""
"2024/6/14","金","けいちゃんやき","もやし","緑","",""
"2024/6/14","金","けいちゃんやき","あかみそ","赤","",""
"2024/6/14","金","けいちゃんやき","みそ","赤","",""
"2024/6/14","金","けいちゃんやき","さんおんとう","黄","",""
"2024/6/14","金","けいちゃんやき","こいくちしょうゆ","","",""
"2024/6/14","金","けいちゃんやき","みりん","","",""
"2024/6/14","金","けいちゃんやき","コチュジャン","","",""
"2024/6/14","金","けいちゃんやき","トウバンジャン","","",""
"2024/6/14","金","けいちゃんやき","こしょう","","",""
"2024/6/14","金","けいちゃんやき","でんぷん","黄","",""
"2024/6/14","金","けいちゃんやき","水","","",""
"2024/6/14","金","すましじる","とうふ","赤","",""
"2024/6/14","金","すましじる","たまねぎ","緑","",""
"2024/6/14","金","すましじる","にんじん","緑","",""
"2024/6/14","金","すましじる","ラッキーにんじん","緑","",""
"2024/6/14","金","すましじる","えのきたけ","緑","",""
"2024/6/14","金","すましじる","まめふ","黄","",""
"2024/6/14","金","すましじる","だしのもと","","",""
"2024/6/14","金","すましじる","うすくちしょうゆ","","",""
"2024/6/14","金","すましじる","水","","",""
"2024/6/17","月","ごはん","ごはん","黄","626","24.2"
"2024/6/17","月","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/17","月","あじのなんばんづけ","あじ(でん粉付)","赤","",""
"2024/6/17","月","あじのなんばんづけ","こめあぶら","黄","",""
"2024/6/17","月","あじのなんばんづけ","さんおんとう","黄","",""
"2024/6/17","月","あじのなんばんづけ","こめず","","",""
"2024/6/17","月","あじのなんばんづけ","みりん","","",""
"2024/6/17","月","あじのなんばんづけ","こいくちしょうゆ","","",""
"2024/6/17","月","あじのなんばんづけ","ごまあぶら","黄","",""
"2024/6/17","月","あじのなんばんづけ","でんぷん","黄","",""
"2024/6/17","月","あじのなんばんづけ","水","","",""
"2024/6/17","月","にびたし","さつまあげ","赤","",""
"2024/6/17","月","にびたし","こまつな","緑","",""
"2024/6/17","月","にびたし","にんじん","緑","",""
"2024/6/17","月","にびたし","さんおんとう","黄","",""
"2024/6/17","月","にびたし","だしのもと","","",""
"2024/6/17","月","にびたし","こいくちしょうゆ","","",""
"2024/6/17","月","にびたし","みりん","","",""
"2024/6/17","月","にびたし","水","","",""
"2024/6/17","月","とりにくのすましじる","とりにく","赤","",""
"2024/6/17","月","とりにくのすましじる","たまねぎ","緑","",""
"2024/6/17","月","とりにくのすましじる","にんじん","緑","",""
"2024/6/17","月","とりにくのすましじる","みつば","緑","",""
"2024/6/17","月","とりにくのすましじる","とうふ","赤","",""
"2024/6/17","月","とりにくのすましじる","だしのもと","","",""
"2024/6/17","月","とりにくのすましじる","うすくちしょうゆ","","",""
"2024/6/17","月","とりにくのすましじる","せいしゅ","","",""
"2024/6/17","月","とりにくのすましじる","こめあぶら","黄","",""
"2024/6/17","月","とりにくのすましじる","水","","",""
"2024/6/18","火","コッペパン","コッペパン","黄","650","23.2"
"2024/6/18","火","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/18","火","チキンナゲット(2こ)","チキンナゲット","赤","",""
"2024/6/18","火","チキンナゲット(2こ)","こめあぶら","黄","",""
"2024/6/18","火","ラタトゥイユ","ウインナー","赤","",""
"2024/6/18","火","ラタトゥイユ","なす","緑","",""
"2024/6/18","火","ラタトゥイユ","ズッキーニ","緑","",""
"2024/6/18","火","ラタトゥイユ","えりんぎ","緑","",""
"2024/6/18","火","ラタトゥイユ","ソテーオニオン","緑","",""
"2024/6/18","火","ラタトゥイユ","おろしにんにく","","",""
"2024/6/18","火","ラタトゥイユ","ホールトマト","緑","",""
"2024/6/18","火","ラタトゥイユ","トマトケチャップ","","",""
"2024/6/18","火","ラタトゥイユ","オリーブオイル","黄","",""
"2024/6/18","火","ラタトゥイユ","コンソメスープ","","",""
"2024/6/18","火","ラタトゥイユ","あかワイン","","",""
"2024/6/18","火","ラタトゥイユ","しお","","",""
"2024/6/18","火","ラタトゥイユ","こしょう","","",""
"2024/6/18","火","ラタトゥイユ","さんおんとう","黄","",""
"2024/6/18","火","コンソメスープ","にんじん","緑","",""
"2024/6/18","火","コンソメスープ","たまねぎ","緑","",""
"2024/6/18","火","コンソメスープ","えだまめ","緑","",""
"2024/6/18","火","コンソメスープ","こめこマカロニ","黄","",""
"2024/6/18","火","コンソメスープ","コンソメスープ","","",""
"2024/6/18","火","コンソメスープ","うすくちしょうゆ","","",""
"2024/6/18","火","コンソメスープ","こしょう","","",""
"2024/6/18","火","コンソメスープ","水","","",""
"2024/6/18","火","ならのブルーベリージャム","ならのブルーベリージャム","黄","",""
"2024/6/19","水","ごはん","ごはん","黄","618","25.2"
"2024/6/19","水","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/19","水","だしまきたまご","だしまきたまご","赤","",""
"2024/6/19","水","ゴーヤチャンプルー","ぶたにく","赤","",""
"2024/6/19","水","ゴーヤチャンプルー","ゴーヤ","緑","",""
"2024/6/19","水","ゴーヤチャンプルー","にんじん","緑","",""
"2024/6/19","水","ゴーヤチャンプルー","もやし","緑","",""
"2024/6/19","水","ゴーヤチャンプルー","ちゅうかスープ","","",""
"2024/6/19","水","ゴーヤチャンプルー","こいくちしょうゆ","","",""
"2024/6/19","水","ゴーヤチャンプルー","こしょう","","",""
"2024/6/19","水","ゴーヤチャンプルー","おろししょうが","","",""
"2024/6/19","水","ゴーヤチャンプルー","かつおぶし","赤","",""
"2024/6/19","水","ゴーヤチャンプルー","ごまあぶら","黄","",""
"2024/6/19","水","もずくスープ","やきぶた","赤","",""
"2024/6/19","水","もずくスープ","たまねぎ","緑","",""
"2024/6/19","水","もずくスープ","ならのとうふ","赤","",""
"2024/6/19","水","もずくスープ","もずく","赤","",""
"2024/6/19","水","もずくスープ","こまつな","緑","",""
"2024/6/19","水","もずくスープ","とりガラスープ(液体)","","",""
"2024/6/19","水","もずくスープ","とりガラスープ(粉末)","","",""
"2024/6/19","水","もずくスープ","うすくちしょうゆ","","",""
"2024/6/19","水","もずくスープ","こめあぶら","黄","",""
"2024/6/19","水","もずくスープ","水","","",""
"2024/6/20","木","こめこパン","こめこパン","黄","584","34.1"
"2024/6/20","木","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/20","木","とりにくのハーブやき","とりにくのハーブやき","赤","",""
"2024/6/20","木","れんこんのガーリックソテー","れんこん","緑","",""
"2024/6/20","木","れんこんのガーリックソテー","とうもろこし","緑","",""
"2024/6/20","木","れんこんのガーリックソテー","ソテーオニオン","緑","",""
"2024/6/20","木","れんこんのガーリックソテー","オリーブオイル","黄","",""
"2024/6/20","木","れんこんのガーリックソテー","コンソメスープ","","",""
"2024/6/20","木","れんこんのガーリックソテー","おろしにんにく","","",""
"2024/6/20","木","れんこんのガーリックソテー","ブラックペッパー","","",""
"2024/6/20","木","クリームスープ","ベーコン","赤","",""
"2024/6/20","木","クリームスープ","たまねぎ","緑","",""
"2024/6/20","木","クリームスープ","ほうれんそう","緑","",""
"2024/6/20","木","クリームスープ","にんじん","緑","",""
"2024/6/20","木","クリームスープ","しめじ","緑","",""
"2024/6/20","木","クリームスープ","バター","黄","",""
"2024/6/20","木","クリームスープ","しろワイン","","",""
"2024/6/20","木","クリームスープ","コンソメスープ","","",""
"2024/6/20","木","クリームスープ","しお","","",""
"2024/6/20","木","クリームスープ","こしょう","","",""
"2024/6/20","木","クリームスープ","ぎゅうにゅう(調理用)","赤","",""
"2024/6/20","木","クリームスープ","だっしふんにゅう","赤","",""
"2024/6/20","木","クリームスープ","じょうしんこ","黄","",""
"2024/6/20","木","クリームスープ","とうにゅう","赤","",""
"2024/6/20","木","クリームスープ","水","","",""
"2024/6/21","金","ごはん","ごはん","黄","679","22.6"
"2024/6/21","金","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/21","金","かぼちゃとやまとポークのフライ","かぼちゃとやまとポークのフライ","緑","",""
"2024/6/21","金","かぼちゃとやまとポークのフライ","こめあぶら","黄","",""
"2024/6/21","金","やまとまなちりめん","やまとまなづけ","緑","",""
"2024/6/21","金","やまとまなちりめん","ちりめんじゃこ","赤","",""
"2024/6/21","金","やまとまなちりめん","しろいりごま","黄","",""
"2024/6/21","金","やまとまなちりめん","こめあぶら","黄","",""
"2024/6/21","金","やまとまなちりめん","さんおんとう","黄","",""
"2024/6/21","金","やまとまなちりめん","こいくちしょうゆ","","",""
"2024/6/21","金","やまとまなちりめん","みりん","","",""
"2024/6/21","金","やまとまなちりめん","せいしゅ","","",""
"2024/6/21","金","にゅうめん","ふしそうめん","黄","",""
"2024/6/21","金","にゅうめん","うすあげ","赤","",""
"2024/6/21","金","にゅうめん","たまねぎ","緑","",""
"2024/6/21","金","にゅうめん","にんじん","緑","",""
"2024/6/21","金","にゅうめん","かまぼこ","赤","",""
"2024/6/21","金","にゅうめん","ねぎ","緑","",""
"2024/6/21","金","にゅうめん","だしのもと","","",""
"2024/6/21","金","にゅうめん","うすくちしょうゆ","","",""
"2024/6/21","金","にゅうめん","水","","",""
"2024/6/24","月","ごはん","ごはん","黄","685","27.3"
"2024/6/24","月","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/24","月","かつおフライ","かつおフライ","赤","",""
"2024/6/24","月","かつおフライ","こめあぶら","黄","",""
"2024/6/24","月","こうやどうふのにもの","こうやどうふ","赤","",""
"2024/6/24","月","こうやどうふのにもの","ちくわ","赤","",""
"2024/6/24","月","こうやどうふのにもの","にんじん","緑","",""
"2024/6/24","月","こうやどうふのにもの","えだまめ","緑","",""
"2024/6/24","月","こうやどうふのにもの","さんおんとう","黄","",""
"2024/6/24","月","こうやどうふのにもの","だしのもと","","",""
"2024/6/24","月","こうやどうふのにもの","うすくちしょうゆ","","",""
"2024/6/24","月","こうやどうふのにもの","みりん","","",""
"2024/6/24","月","こうやどうふのにもの","水","","",""
"2024/6/24","月","ぶたじる","ぶたにく","赤","",""
"2024/6/24","月","ぶたじる","たまねぎ","緑","",""
"2024/6/24","月","ぶたじる","さといも","黄","",""
"2024/6/24","月","ぶたじる","ごぼう","緑","",""
"2024/6/24","月","ぶたじる","つきこんにゃく","黄","",""
"2024/6/24","月","ぶたじる","ねぎ","緑","",""
"2024/6/24","月","ぶたじる","みそ","赤","",""
"2024/6/24","月","ぶたじる","水（ミキサー用）","","",""
"2024/6/24","月","ぶたじる","こめあぶら","黄","",""
"2024/6/24","月","ぶたじる","せいしゅ","","",""
"2024/6/24","月","ぶたじる","だしのもと","","",""
"2024/6/24","月","ぶたじる","水","","",""
"2024/6/25","火","コッペパン","コッペパン","黄","673","21.9"
"2024/6/25","火","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/25","火","トマトグラタン","トマトグラタン","黄","",""
"2024/6/25","火","アスパラガスのソテー","アスパラガス","緑","",""
"2024/6/25","火","アスパラガスのソテー","とうもろこし","緑","",""
"2024/6/25","火","アスパラガスのソテー","しお","","",""
"2024/6/25","火","アスパラガスのソテー","こしょう","","",""
"2024/6/25","火","アスパラガスのソテー","コンソメスープ","","",""
"2024/6/25","火","アスパラガスのソテー","こめあぶら","黄","",""
"2024/6/25","火","とうにゅうスープ","ウインナー","赤","",""
"2024/6/25","火","とうにゅうスープ","ニョッキ","黄","",""
"2024/6/25","火","とうにゅうスープ","たまねぎ","緑","",""
"2024/6/25","火","とうにゅうスープ","えりんぎ","緑","",""
"2024/6/25","火","とうにゅうスープ","こまつな","緑","",""
"2024/6/25","火","とうにゅうスープ","とりガラスープ(粉末)","","",""
"2024/6/25","火","とうにゅうスープ","おろししょうが","","",""
"2024/6/25","火","とうにゅうスープ","うすくちしょうゆ","","",""
"2024/6/25","火","とうにゅうスープ","こしょう","","",""
"2024/6/25","火","とうにゅうスープ","だいずペースト","赤","",""
"2024/6/25","火","とうにゅうスープ","とうにゅう","赤","",""
"2024/6/25","火","とうにゅうスープ","こめあぶら","黄","",""
"2024/6/25","火","とうにゅうスープ","水","","",""
"2024/6/26","水","ごはん","ごはん","黄","698","25.5"
"2024/6/26","水","ぎゅうにゅう","ぎゅうにゅう","赤","",""
"2024/6/26","水","やきぎょうざ(2こ)","ぎょうざ","赤","",""
"2024/6/26","水","ツナとピーマンのちゅうかいため","ツナ(油漬け)","赤","",""
"2024/6/26","水","ツナとピーマンのちゅうかいため","ピーマン","緑","",""
"2024/6/26","水","ツナとピーマンのちゅうかいため","にんじん","緑","",""
"2024/6/26","水","ツナとピーマンのちゅうかいため","もやし","緑","",""
"2024/6/26","水","ツナとピーマンのちゅうかいため","とりガラスープ(粉末)","","",""
"2024/6/26","水","ツナとピーマンのちゅうかいため","こしょう","","",""
"2024/6/26","水","ツナとピーマンのちゅうかいため","うすくちしょうゆ","","",""
"2024/6/26","水","マーボーどうふ","ぶたミンチ","赤","",""
"2024/6/26","水","マーボーどうふ","とうふ","赤","",""
"2024/6/26","水","マーボーどうふ","たまねぎ","緑","",""
"2024/6/26","水","マーボーどうふ","たけのこ","緑","",""
"2024/6/26","水","マーボーどうふ","にら","緑","",""
"2024/6/26","水","マーボーどうふ","にんじん","緑","",""
"2024/6/26","水","マーボーどうふ","ごまあぶら","黄","",""
"2024/6/26","水","マーボーどうふ","おろししょうが","","",""
"2024/6/26","水","マーボーどうふ","おろしにんにく","","",""
"2024/6/26","水","マーボーどうふ","トウバンジャン","","",""
"2024/6/26","水","マーボーどうふ","あかみそ","赤","",""
"2024/6/26","水","マーボーどうふ","オイスターソース","","",""
